CleanedTweets,Tweets,Time,TimeNew,TimeChanged,PolarityScore
ivanka trump obsessed status says former friend tell essay trump ivankatrump biden usa trumpvsbiden,"\"Ivanka Trump obsessed with status, says former friend in tell-all essay\\n\\n#Trump #IvankaTrump #Biden2020 #USA #TrumpvsBiden\"","\"2020-11-19 15:30:27.554653\"",2020-11-19T15:42:23.248+05:30,"",Positive
race whitehouse trumped contest end njoe tryin get job done nthe playing,"\"The race for the #WhiteHouse, \\na trumped contest to the end.\\nJoe's tryin' to get the job done; \\nthe other's playing\\u2026 https://t.co/u87HXxzskK\"","\"2020-11-19 15:30:30.557176\"",2020-11-19T15:42:23.248+05:30,"",Positive
biden harris ruin america election results biden stopthesteai trumpvsbiden bidencrimefamilly,"\"BIDEN AND HARRIS WILL RUIN AMERICA\\nhttps://t.co/yAsZumROfa #Election2020results #Biden2020  #StopTheSteaI #TrumpvsBiden #BidenCrimeFamilly\"","\"2020-11-19 15:30:33.558605\"",2020-11-19T15:42:23.248+05:30,"",Negative
put trump supporter camera usually hang pretty fast trumpmeltdown,"\"If you put a #trump supporter on camera, they'll usually hang themselves on their own pretty fast #TrumpMeltdown\\u2026 https://t.co/wtnfyA1FNs\"","\"2020-11-19 15:30:36.559832\"",2020-11-19T15:42:23.248+05:30,"",Positive
msm chero bird saves fish drowning ude nhorrible beautiful udd trumpvsbiden allegory slowmo,"\"MSM: \\u201cHero Bird Saves Fish From Drowning\\u201d \\ud83d\\ude31\\n\\nHorrible... but beautiful? \\ud83e\\udd14\\n\\nOr a #TrumpVsBiden allegory?\\n\\n#slowmo\\u2026 https://t.co/ughi8i0Gyk\"","\"2020-11-19 15:30:39.562625\"",2020-11-19T15:42:23.248+05:30,"",Positive
want people happy nfull video say trump,"\"\\\"I just want people to be happy!\\\" @nasirsvision\\nFull Video:https://t.co/1FKIjkIPXg What would you say to a Trump su\\u2026 https://t.co/fBojQNwUHV\"","\"2020-11-19 15:30:42.566208\"",2020-11-19T15:42:23.248+05:30,"",Positive
presidential election vote candidate party loyalty individual,"\"During the 2020 Presidential election, did you vote for the candidate by party loyalty or for the individual?\\u2026 https://t.co/6qmC3wGP51\"","\"2020-11-19 15:30:45.566994\"",2020-11-19T15:42:23.248+05:30,"",Positive
strange relationship infowars alex jones donald trump roger stone,"\"The Strange Relationship of Infowars' Alex Jones, Donald Trump and Roger Stone.....\\n\\nhttps://t.co/KvmctqVBdA\\n\\n#TrumpvsBiden\"","\"2020-11-19 15:30:48.570276\"",2020-11-19T15:42:23.248+05:30,"",Negative
saying look new votes see stop vote count,"\"@RyanAFournier Oh so now you\\u2019re saying it\\u2019s OK to look for new votes. I see, before it was stop the vote count now\\u2026 https://t.co/gqfcjLIgdV\"","\"2020-11-19 15:30:51.574188\"",2020-11-19T15:42:23.248+05:30,"",Negative
came ude uselections trumpterroism trump trumpvsbiden joebiden,"\"And then came @JoeBiden\\ud83d\\ude02\\n\\n#USElections2020 #TrumpTerroism #Trump #TrumpvsBiden #JoeBiden https://t.co/ezAwGgbsAC\"","\"2020-11-19 15:30:54.575551\"",2020-11-19T15:42:23.248+05:30,"",Positive
hack election nread trumpvsbiden recount bidenpresident bidentrump widespread joebiden,"\"How to Hack an Election\\nREAD THIS!\\n#TrumpvsBiden #Recount #BidenPresident #BidenTrump #Widespread #JoeBiden  https://t.co/ChQOUcCf93\"","\"2020-11-19 15:30:57.578725\"",2020-11-19T15:42:23.248+05:30,"",Positive
embroidery files twitrump won election nfichiers broderie ndownload,"\"Embroidery files of Twitrump \\\"I won the election!\\\" \\nFichiers de broderie\\nDownload here : https://t.co/ijHvdsSqwH\\u2026 https://t.co/Tm3hMKomP8\"","\"2020-11-19 15:31:00.581937\"",2020-11-19T15:42:23.248+05:30,"",Positive
play best relaxation musique trumpmeltdown teamg,"\"38:Play with the best Now=Relaxation Musique...https://t.co/yqhzI6gZHx\\n#TrumpvsBiden \\n#TrumpMeltdown \\n#TEAMG1 https://t.co/yr5Lm9kijJ\"","\"2020-11-19 15:31:04.244224\"",2020-11-19T15:42:23.248+05:30,"",Positive
lol joebiden savage usaelections trumpvsbiden,"\"LOL Mr #JoeBiden is savage! #USAElections2020 #TrumpvsBiden https://t.co/5B6UGVrHY7\"","\"2020-11-19 15:31:07.246609\"",2020-11-19T15:42:23.248+05:30,"",Negative
check gig fiverr stencil art capricorn tiktok coronavirus,"\"Check out my Gig on Fiverr: stencil art https://t.co/9dYg70kWNj\\n\\n#Europe #Capricorn #TikTok #coronavirus\\u2026 https://t.co/cJBu3z6tKE\"","\"2020-11-19 15:31:10.247979\"",2020-11-19T15:42:23.248+05:30,"",Positive
guess moved canada udde udde donaldtrump trump trumpvsbiden cdnpoli,"\"I guess he moved to Canada \\ud83c\\udde8\\ud83c\\udde6 #DonaldTrump #Trump2020 #TrumpvsBiden #cdnpoli https://t.co/HWFR8HQ1Xz https://t.co/923QGJKrnr\"","\"2020-11-19 15:31:13.251384\"",2020-11-19T15:42:23.248+05:30,"",Positive
donny advocating electoral reform udd ndid americans vote hillary clinton joe,"\"@realDonaldTrump Is Donny advocating electoral reform? \\ud83e\\udd14\\n\\nDid more Americans vote for Hillary Clinton and for Joe B\\u2026 https://t.co/Dgzl9H4YG7\"","\"2020-11-19 15:31:16.254737\"",2020-11-19T15:42:23.248+05:30,"",Positive
michigan state officials feared fraud scandal rushed ratify election results prematurely,"\"#Michigan state officials feared the #fraud scandal and rushed to ratify the #election #results prematurely, but th\\u2026 https://t.co/8yjpFMfck0\"","\"2020-11-19 15:31:19.257236\"",2020-11-19T15:42:23.248+05:30,"",Negative
many retweet video deserves answer end trump trump trumpmeltdown trumpislosing,"\"How many retweet this video deserves? The answer is at the end...\\n\\n#Trump #Trump2020 #TrumpMeltdown #TrumpIsLosing\\u2026 https://t.co/qCEZBDz9tO\"","\"2020-11-19 15:31:22.258712\"",2020-11-19T15:42:23.248+05:30,"",Positive
recounts thats sesamestreet reference trumpvsbiden presidentialelection politicalnews,"\"More #recounts ... thats not a #sesamestreet reference ... #TrumpvsBiden #PresidentialElection2020 #PoliticalNews\\u2026 https://t.co/HRTh6B3UwJ\"","\"2020-11-19 15:31:25.261160\"",2020-11-19T15:42:23.248+05:30,"",Positive
trumpvsbiden pfizer chief scientist says cthese tests completely useless test fatally flawed,"\"#TrumpVsBiden Ex-Pfizer Chief Scientist says: \\u201cThese tests are completely useless. This test is fatally flawed \\u2026  a\\u2026 https://t.co/iRsZ9UlSLS\"","\"2020-11-19 15:31:28.262664\"",2020-11-19T15:42:23.248+05:30,"",Negative
new video trumpvsbiden,"\"New video is out\\nhttps://t.co/oS9UjSYmg5\\n#USElection2020 \\n#TrumpvsBiden https://t.co/pVl1NyZcAZ\"","\"2020-11-19 15:31:31.263680\"",2020-11-19T15:42:23.248+05:30,"",Positive
uddfa uddf urgent usa biden campaign manager arrested electoral fraud bidenpresident usaelections,"\"\\ud83c\\uddfa\\ud83c\\uddf8#Urgent l USA Biden's campaign manager arrested for electoral fraud.\\n\\n#BidenPresident #USAElections2020\\u2026 https://t.co/5qvQY6RKxc\"","\"2020-11-19 15:31:34.266656\"",2020-11-19T15:42:23.248+05:30,"",Negative
trumpvsbiden looks authentic fits data gohmert electoral map shows trump,"\"#TrumpVsBiden This looks authentic and fits the data: https://t.co/8E6zZZ8TyA Gohmert's electoral map shows Trump a\\u2026 https://t.co/d7YnreRJux\"","\"2020-11-19 15:31:37.267757\"",2020-11-19T15:42:23.248+05:30,"",Positive
trumpvsbiden portuguese appeals court ruled pcr tests unreliable unlawful quarant,"\"#TrumpVsBiden A Portuguese appeals court has ruled that PCR tests are unreliable and that it is unlawful to quarant\\u2026 https://t.co/D6tfKk7o2l\"","\"2020-11-19 15:31:40.270757\"",2020-11-19T15:42:23.248+05:30,"",Positive
trumpvsbiden surprise surprise mouthwash kill covid seconds kinda make wonder anthony ton,"\"#TrumpVsBiden Surprise! Surprise! Mouthwash can kill Covid-19 in 30 seconds. Kinda make you wonder why Anthony \\\"Ton\\u2026 https://t.co/x835fWP8dK\"","\"2020-11-19 15:31:43.272417\"",2020-11-19T15:42:23.248+05:30,"",Negative
uddfa uddf donaldtrump last attempt stay whitehouse ude udd ude udd uselection uselections,"\"\\ud83c\\uddfa\\ud83c\\uddf8#US: #DonaldTrump's last attempt to stay in the #WhiteHouse... \\ud83d\\ude02\\ud83e\\udd23\\ud83d\\ude02\\ud83e\\udd23\\n#USElection2020 #USElections2020\\u2026 https://t.co/3Hyg1V8lOi\"","\"2020-11-19 15:31:46.274698\"",2020-11-19T15:42:23.248+05:30,"",Positive
true greatness shows defeat trumpout trumpvsbiden,"\"true greatness shows in defeat! #TrumpOut #TrumpvsBiden\"","\"2020-11-19 15:31:51.553366\"",2020-11-19T15:42:23.248+05:30,"",Negative
upfront money trumpvsbidenfight upfrontmoney trumpcollapse trumpisbroke trumpmeltdown,"\"I have no upfront money. #TrumpVsBidenFight #upfrontmoney #TrumpCollapse #trumpisbroke #TrumpMeltdown\\u2026 https://t.co/cfjrJXSc9P\"","\"2020-11-19 15:31:54.557180\"",2020-11-19T15:42:23.248+05:30,"",Positive
sure fraud issue extremely similar one trumpvsbiden elections,"\"Sure it's not a fraud issue but it is extremely similar to one\\n#TrumpvsBiden #Elections2020 https://t.co/E02eudcVPx https://t.co/4VpUruutix\"","\"2020-11-19 15:31:57.560394\"",2020-11-19T15:42:23.248+05:30,"",Negative
republicans proudly parading flat earth bona fides trumpvsbiden,"\"Republicans proudly parading their Flat Earth bona fides. #TrumpvsBiden https://t.co/y3wbfmlQaW\"","\"2020-11-19 15:32:00.562596\"",2020-11-19T15:42:23.248+05:30,"",Positive
half republicans say biden won rigged election riggedelection trumpvsbiden,"\"Over half of all Republicans say Biden won because of a 'rigged' election #RiggedElection #TrumpVsBiden -\\u2026 https://t.co/rXjBo8kBbd\"","\"2020-11-19 15:32:03.566036\"",2020-11-19T15:42:23.248+05:30,"",Positive
true trumpvsbiden,"\"Not true! #TrumpvsBiden https://t.co/oDWaYMXDEi\"","\"2020-11-19 15:32:06.567596\"",2020-11-19T15:42:23.248+05:30,"",Positive
trumpvsbiden door looking leave nothing joe scorched earth policy trump maybe legacy,"\"#TrumpvsBiden he is out the door but  will be looking to leave nothing for Joe. scorched earth policy by trump,maybe his legacy........\"","\"2020-11-19 15:32:09.570706\"",2020-11-19T15:42:23.248+05:30,"",Negative
stuff nightmares trumpvsbiden,"\"The stuff of nightmares...\\n#TrumpvsBiden\\n\\nhttps://t.co/Ioh1a0bCXd\"","\"2020-11-19 15:32:12.574399\"",2020-11-19T15:42:23.248+05:30,"",Positive
get art printed awesome products support redbubble rbandme findyourthing,"\"Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/pOrQ4YnDIG #findyourthing\\u2026 https://t.co/mgyYaXoS7K\"","\"2020-11-19 15:32:15.576829\"",2020-11-19T15:42:23.248+05:30,"",Positive
chris kerbs given medal sack uselections trumpvsbiden free speech something fight,"\"Chris Kerbs. Should be given a medal not the sack.#USElections2020 #TrumpvsBiden free speech is something we should fight for.\"","\"2020-11-19 15:32:18.580194\"",2020-11-19T15:42:23.248+05:30,"",Positive
donald trump general blames lieutenants losing battle trumpvsbiden trumpislosing,"\"Donald Trump is a general who blames his lieutenants for losing the battle. #TrumpvsBiden #TrumpIsLosing\\u2026 https://t.co/MtcPJaAdDD\"","\"2020-11-19 15:32:21.583145\"",2020-11-19T15:42:23.248+05:30,"",Negative
constantly consistently spew false information still account suspende,"\"How can @realDonaldTrump constantly and consistently spew false information and still not have his account suspende\\u2026 https://t.co/VkuJ7Oj8P3\"","\"2020-11-19 15:32:24.584856\"",2020-11-19T15:42:23.248+05:30,"",Positive
every error favor biden shouldn americans demand investigation across usaelections resul,"\"Why is every error in favor of #Biden? Shouldn't all #Americans demand investigation across #USAElections2020 resul\\u2026 https://t.co/ibg2DDWJDg\"","\"2020-11-19 15:32:27.586630\"",2020-11-19T15:42:23.248+05:30,"",Negative
believe trumpvsbiden epic rematch better get back vote happen,"\"@oldmanebro I believe #TrumpvsBiden will be an epic rematch in 2024 we better get back out there and vote again bc it can happen\"","\"2020-11-19 15:32:30.587360\"",2020-11-19T15:42:23.248+05:30,"",Positive
call bug error problem happened randomly affect somebody part system call,"\"We call it bug or error when some problem happened and randomly affect somebody / part of the system. We call it ch\\u2026 https://t.co/7LZhTMA1zd\"","\"2020-11-19 15:32:33.590658\"",2020-11-19T15:42:23.248+05:30,"",Negative
slowly working way beneficial literally,"\"@enes69 @realDonaldTrump Because he is slowly working on a way for it to be more beneficial. He is/was literally ma\\u2026 https://t.co/LDyKHBp0Zn\"","\"2020-11-19 15:32:37.223856\"",2020-11-19T15:42:23.248+05:30,"",Positive
job loyalty liarinchief killing americans presidentelect sign,"\"@GSAEmily do your job! Your loyalty to the #LiarInChief is killing Americans! @JoeBiden is #PresidentElect sign off\\u2026 https://t.co/l0dC1cEeHr\"","\"2020-11-19 15:32:40.226596\"",2020-11-19T15:42:23.248+05:30,"",Negative
hey great article daughter like thought must make,"\"Hey @realDonaldTrump great article about your daughter. She is more like you than I thought. It must make you so pr\\u2026 https://t.co/rzj9dcwg9W\"","\"2020-11-19 15:32:43.230030\"",2020-11-19T15:42:23.248+05:30,"",Positive
great coalition twilight zone happy want ude ude ude trumpvsbiden,"\"The great coalition in the Twilight Zone: The who is not happy is because he does not want...\\ud83d\\ude01\\ud83d\\ude02\\ud83d\\ude01 #TrumpvsBiden\\u2026 https://t.co/KvpXfFlEpM\"","\"2020-11-19 15:32:46.231040\"",2020-11-19T15:42:23.248+05:30,"",Positive
really understand appreciate democracy biden won trump lost think getting,"\"Y\\u2019all really don\\u2019t understand or appreciate your democracy. Biden won. Trump lost, and if you think it\\u2019s getting ov\\u2026 https://t.co/LuRtAB4GZx\"","\"2020-11-19 15:32:49.234655\"",2020-11-19T15:42:23.248+05:30,"",Positive
claims disputed nshop stands india trusted reselling app shop thisclaimisundisputed,"\"All claims are not disputed! \\nShop101 stands as India's #1 trusted reselling App. \\n#shop101 #thisclaimisundisputed\\u2026 https://t.co/Rjt9eOofLo\"","\"2020-11-19 15:32:52.236836\"",2020-11-19T15:42:23.248+05:30,"",Positive
bapu today spoke trump biden fight crazy divide america,"\"@realDonaldTrump If Bapu were today,\\n  He spoke with Trump and Biden-\\n \\\"Don't fight crazy ...\\n  Divide America in h\\u2026 https://t.co/kM2bA50nCo\"","\"2020-11-19 15:32:55.239269\"",2020-11-19T15:42:23.248+05:30,"",Negative
ukraine wants biden class felony charges trump tosaveamerica trumpvsbiden,"\"Ukraine wants #Biden on Class A Felony charges.@donlemon\\n#TRUMP2020ToSaveAmerica #TrumpvsBiden https://t.co/z4yTU5sHNu\"","\"2020-11-19 15:32:58.242589\"",2020-11-19T15:42:23.248+05:30,"",Negative
petition circulating harvard stop former trump administration officials attending teaching speaking,"\"Petition circulating at Harvard to stop former Trump administration officials from attending, teaching or speaking\\u2026 https://t.co/xZsyWRtwFc\"","\"2020-11-19 15:33:01.244114\"",2020-11-19T15:42:23.248+05:30,"",Negative
check gig fiverr stencil art capricorn tiktok coronavirus,"\"Check out my Gig on Fiverr: stencil art https://t.co/9dYg70kWNj\\n\\n#Europe #Capricorn #TikTok #coronavirus\\u2026 https://t.co/FzVnX8Y7Y3\"","\"2020-11-19 15:33:04.246620\"",2020-11-19T15:42:23.248+05:30,"",Positive
shirts masks hoodies mugs tank tops pillows wall tapestries posters nlets fuel revolution,"\"T-Shirts, Masks, Hoodies, Mugs, Tank Tops, Pillows, Wall Tapestries, Posters, and more!\\nLETS FUEL THE REVOLUTION\\u2026 https://t.co/rSyGJPe1Og\"","\"2020-11-19 15:33:07.249544\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump campaign challenge fails pennsylvania supreme court trumpvsbiden,"\"Trump Campaign Challenge Fails in Pennsylvania Supreme Court \\nhttps://t.co/EEZ0rzwK8V\\n\\n#Pennsylvania #TrumpvsBiden\\u2026 https://t.co/9zSTS2bZZI\"","\"2020-11-19 15:33:10.250682\"",2020-11-19T15:42:23.248+05:30,"",Positive
dry fruits include everyday diet stay healthy norder,"\"Dry fruits be should include in your everyday diet to stay healthy!\\n\\nOrder yours now:  https://t.co/uVreUztSp0\\n\\nor\\u2026 https://t.co/hc2sfeNzk4\"","\"2020-11-19 15:33:13.254150\"",2020-11-19T15:42:23.248+05:30,"",Positive
donaldtrump trumpvsbiden trumpconcede trump tries distract electoral,"\"@realDonaldTrump #DonaldTrump #TrumpvsBiden #TrumpConcede \\nD. Trump tries to distract us with all this electoral BS\\u2026 https://t.co/3Xv9KwYj5C\"","\"2020-11-19 15:33:16.255681\"",2020-11-19T15:42:23.248+05:30,"",Negative
third georgia county finds memory card uncounted votes trump none accident two careless three,"\"Third Georgia County Finds Memory Card With Uncounted Votes, Most for Trump\\nOne is accident, two is careless, three\\u2026 https://t.co/a8FEfaS9Vd\"","\"2020-11-19 15:33:19.259266\"",2020-11-19T15:42:23.248+05:30,"",Positive
true uselections uselection uselectionresults concedetrump trumpvsbidenfight,"\"This could just be true! \\n#USElections2020 #USElection2020 #USElectionResults #ConcedeTrump #TrumpVsBidenFight\\u2026 https://t.co/Y3h6DoRDt8\"","\"2020-11-19 15:33:24.530410\"",2020-11-19T15:42:23.248+05:30,"",Positive
sach information bhi undisputed ude ude trending claim givmor wafers ancorafoods undisputedclaim trump,"\"Sach information vo bhi undisputed \\ud83d\\ude1d\\ud83d\\ude1d\\n\\n#trending #claim #givmor #wafers #ancorafoods #undisputedclaim #trump\\u2026 https://t.co/akK4YSmEbC\"","\"2020-11-19 15:33:27.531618\"",2020-11-19T15:42:23.248+05:30,"",Positive
highly likely president elect joe biden democrat reflect similar policy orientations,"\"It is highly likely that President-elect Joe Biden, again a #democrat, will reflect similar #policy orientations as\\u2026 https://t.co/mlRE6Coko5\"","\"2020-11-19 15:33:30.535053\"",2020-11-19T15:42:23.248+05:30,"",Positive
see socialism venezuela makes hungry people stand line receive food donations excuse,"\"See how socialism in Venezuela makes hungry people stand in line to receive food donations! Oh excuse me, is this i\\u2026 https://t.co/rz6oXu9CKl\"","\"2020-11-19 15:33:33.538699\"",2020-11-19T15:42:23.248+05:30,"",Positive
absolutely fabulous election lego trumpvsbiden giuliani fourseasonstotallandscaping press media,"\"Absolutely fabulous! #Election2020 #lego #TrumpvsBiden #giuliani #fourseasonstotallandscaping #press #media\\nhttps://t.co/o22wJfUyHP\"","\"2020-11-19 15:33:36.541106\"",2020-11-19T15:42:23.248+05:30,"",Positive
